metode,gerakan,rep,fase,kanal,theta_db,mu_db,beta_db,n_potongan,participant_id
TE,Ngeed,1,Naik,Fp2,5.19,3.154,5.755,2,P08
TE,Ngeed,1,Naik,P3,1.841,-4.517,-0.336,1,P08
TE,Ngeed,1,Naik,T4,1.27,-0.093,2.459,2,P08
TE,Ngeed,1,Tahan,C4,-7.383,-5.419,-5.632,1,P08
TE,Ngeed,1,Tahan,F3,-8.177,-10.173,-8.347,2,P08
TE,Ngeed,1,Tahan,F7,-2.044,-0.764,-2.238,4,P08
TE,Ngeed,1,Tahan,F8,0.49,0.142,-4.435,3,P08
TE,Ngeed,1,Tahan,Fp2,1.563,1.941,1.436,6,P08
TE,Ngeed,1,Tahan,O1,-0.518,1.428,0.12,5,P08
TE,Ngeed,1,Tahan,T3,-2.438,0.075,-1.906,4,P08
TE,Ngeed,1,Tahan,T4,-0.487,1.198,-1.292,6,P08
TE,Ngeed,2,Berdiri,C3,-1.626,-3.782,4.841,7,P08
TE,Ngeed,2,Berdiri,C4,-5.741,-4.036,3.627,11,P08
TE,Ngeed,2,Berdiri,F3,-8.375,-7.897,1.064,6,P08
TE,Ngeed,2,Berdiri,F4,1.922,-1.234,3.011,10,P08
TE,Ngeed,2,Berdiri,F7,-8.507,-7.62,0.298,11,P08
TE,Ngeed,2,Berdiri,F8,1.839,1.446,8.185,11,P08
TE,Ngeed,2,Berdiri,Fp1,-3.567,-0.874,3.317,1,P08
TE,Ngeed,2,Berdiri,Fp2,0.418,-1.248,6.721,11,P08
TE,Ngeed,2,Berdiri,O1,-12.37,-11.292,-5.779,11,P08
TE,Ngeed,2,Berdiri,O2,-1.271,-1.765,1.533,10,P08
TE,Ngeed,2,Berdiri,P3,-1.517,-3.444,4.616,6,P08
TE,Ngeed,2,Berdiri,P4,-3.324,-3.407,3.146,11,P08
TE,Ngeed,2,Berdiri,T3,-8.244,-7.116,-0.852,11,P08
TE,Ngeed,2,Berdiri,T4,1.262,-0.24,6.077,11,P08
TE,Ngeed,2,Berdiri,T5,-0.994,-4.028,4.455,10,P08
TE,Ngeed,2,Berdiri,T6,-3.123,-8.767,-4.423,10,P08
TE,Ngeed,2,Gerak,C3,1.346,-2.132,-4.276,2,P08
TE,Ngeed,2,Gerak,F3,6.8,2.833,0.665,2,P08
TE,Ngeed,2,Gerak,F7,7.169,4.827,1.916,2,P08
TE,Ngeed,2,Gerak,F8,-2.381,-6.224,-5.453,2,P08
TE,Ngeed,2,Gerak,Fp1,3.49,3.872,2.055,2,P08
TE,Ngeed,2,Gerak,Fp2,4.244,1.493,-0.727,2,P08
TE,Ngeed,2,Gerak,P3,-0.747,-5.654,-5.756,1,P08
TE,Ngeed,2,Gerak,T3,7.122,4.081,1.524,2,P08
TE,Ngeed,2,Gerak,T4,2.509,0.377,2.288,2,P08
TE,Ngeed,2,Naik,F3,0.521,-1.368,-0.674,1,P08
TE,Ngeed,2,Naik,Fp2,4.469,6.72,6.748,2,P08
TE,Ngeed,2,Naik,T4,2.966,4.362,4.992,2,P08
TE,Ngeed,2,Tahan,C3,-2.191,-0.268,0.08,4,P08
TE,Ngeed,2,Tahan,C4,-2.385,2.85,2.957,10,P08
TE,Ngeed,2,Tahan,F3,-6.14,-8.311,-6.314,3,P08
TE,Ngeed,2,Tahan,F4,-1.072,1.556,0.873,7,P08
TE,Ngeed,2,Tahan,F7,-8.474,-4.32,-4.169,7,P08
TE,Ngeed,2,Tahan,F8,3.28,7.21,6.12,11,P08
TE,Ngeed,2,Tahan,Fp1,-6.069,2.595,-1.51,1,P08
TE,Ngeed,2,Tahan,Fp2,4.392,7.555,5.938,11,P08
TE,Ngeed,2,Tahan,O1,-6.765,-2.12,-5.048,7,P08
TE,Ngeed,2,Tahan,O2,-0.628,2.726,2.274,8,P08
TE,Ngeed,2,Tahan,P3,-2.877,-1.228,-0.424,4,P08
TE,Ngeed,2,Tahan,P4,-0.391,3.874,3.786,8,P08
TE,Ngeed,2,Tahan,T3,-10.011,-5.922,-5.731,7,P08
TE,Ngeed,2,Tahan,T4,4.499,8.276,6.894,11,P08
TE,Ngeed,2,Tahan,T5,-2.189,4.164,3.511,6,P08
TE,Ngeed,2,Tahan,T6,-2.122,-6.071,-6.176,8,P08
TE,Ngeed,3,Berdiri,C3,2.839,0.897,-1.002,5,P08
TE,Ngeed,3,Berdiri,C4,-0.11,-1.615,-0.074,13,P08
TE,Ngeed,3,Berdiri,F3,2.076,1.185,0.312,7,P08
TE,Ngeed,3,Berdiri,F4,-0.319,0.357,-0.01,13,P08
TE,Ngeed,3,Berdiri,F7,2.171,2.141,1.937,10,P08
TE,Ngeed,3,Berdiri,F8,3.043,0.487,1.943,13,P08
TE,Ngeed,3,Berdiri,Fp1,2.424,1.952,3.507,11,P08
TE,Ngeed,3,Berdiri,Fp2,0.023,-1.788,-0.537,13,P08
TE,Ngeed,3,Berdiri,O1,4.248,0.475,1.364,6,P08
TE,Ngeed,3,Berdiri,O2,1.014,-2.196,0.334,5,P08
TE,Ngeed,3,Berdiri,P3,2.179,0.468,-1.257,5,P08
TE,Ngeed,3,Berdiri,P4,0.256,-2.059,-0.683,13,P08
TE,Ngeed,3,Berdiri,T3,2.91,0.867,1.678,7,P08
TE,Ngeed,3,Berdiri,T4,-0.765,-0.345,1.166,13,P08
TE,Ngeed,3,Berdiri,T6,1.646,0.03,-5.441,1,P08
TE,Ngeed,3,Gerak,C3,0.689,-1.039,-7.163,1,P08
TE,Ngeed,3,Gerak,C4,3.995,0.709,-2.723,2,P08
TE,Ngeed,3,Gerak,F3,-7.608,-9.641,-9.99,1,P08
TE,Ngeed,3,Gerak,F4,14.05,9.793,8.027,2,P08
TE,Ngeed,3,Gerak,F8,9.378,3.58,3.999,2,P08
TE,Ngeed,3,Gerak,Fp2,9.05,2.371,2.981,2,P08
TE,Ngeed,3,Gerak,O2,8.108,4.966,2.174,2,P08
TE,Ngeed,3,Gerak,P3,-0.058,-0.956,-6.588,1,P08
TE,Ngeed,3,Gerak,P4,4.509,0.413,-0.453,2,P08
TE,Ngeed,3,Gerak,T4,10.66,6.467,6.813,2,P08
TE,Ngeed,3,Gerak,T6,5.576,-1.275,-2.87,1,P08
TE,Ngeed,3,Naik,C3,5.718,4.276,-2.17,1,P08
TE,Ngeed,3,Naik,C4,4.636,2.517,0.682,2,P08
TE,Ngeed,3,Naik,F3,5.224,3.444,-1.825,2,P08
TE,Ngeed,3,Naik,F4,-1.184,-5.709,0.81,2,P08
TE,Ngeed,3,Naik,F8,2.866,2.447,-0.496,2,P08
TE,Ngeed,3,Naik,Fp1,-1.443,-1.356,-2.552,2,P08
TE,Ngeed,3,Naik,Fp2,-0.947,0.406,2.457,2,P08
TE,Ngeed,3,Naik,O2,-0.473,0.834,2.095,2,P08
TE,Ngeed,3,Naik,P3,5.512,3.832,-1.45,2,P08
TE,Ngeed,3,Naik,P4,1.012,0.124,0.596,2,P08
TE,Ngeed,3,Naik,T4,2.543,-0.272,0.52,2,P08
TE,Ngeed,3,Naik,T5,3.565,-0.408,-3.284,2,P08
TE,Ngeed,3,Naik,T6,-9.039,-7.064,-6.128,2,P08
TE,Ngeed,3,Tahan,C3,-2.274,-4.1,-2.267,9,P08
TE,Ngeed,3,Tahan,C4,1.799,1.356,2.899,11,P08
TE,Ngeed,3,Tahan,F3,-5.827,-6.097,-7.966,3,P08
TE,Ngeed,3,Tahan,F4,0.386,-1.469,0.303,7,P08
TE,Ngeed,3,Tahan,F7,-5.629,-4.932,-6.503,3,P08
TE,Ngeed,3,Tahan,F8,-0.143,-0.258,2.294,11,P08
TE,Ngeed,3,Tahan,Fp1,-17.56,-17.726,-15.689,1,P08
TE,Ngeed,3,Tahan,Fp2,1.295,1.318,2.164,11,P08
TE,Ngeed,3,Tahan,O1,-6.504,-7.693,-4.647,7,P08
TE,Ngeed,3,Tahan,O2,5.349,6.065,2.197,11,P08
TE,Ngeed,3,Tahan,P3,-2.337,-3.387,-2.037,6,P08
TE,Ngeed,3,Tahan,P4,1.592,1.961,2.787,11,P08
TE,Ngeed,3,Tahan,T3,-5.469,-6.121,-8.561,3,P08
TE,Ngeed,3,Tahan,T4,2.41,1.793,2.843,11,P08
TE,Ngeed,3,Tahan,T5,4.001,0.888,0.92,11,P08
TE,Ngeed,3,Tahan,T6,-1.448,-5.946,-5.05,11,P08
TE,Ngeed,4,Berdiri,C4,0.048,1.009,0.691,12,P08
TE,Ngeed,4,Berdiri,F4,-3.088,-0.101,-2.792,12,P08
TE,Ngeed,4,Berdiri,F7,-6.804,-6.505,-6.548,4,P08
TE,Ngeed,4,Berdiri,F8,1.391,-0.435,-0.424,12,P08
TE,Ngeed,4,Berdiri,Fp1,-3.59,-1.408,-3.659,5,P08
TE,Ngeed,4,Berdiri,Fp2,-0.378,-0.107,-0.74,12,P08
TE,Ngeed,4,Berdiri,O1,3.103,0.93,-2.038,6,P08
TE,Ngeed,4,Berdiri,O2,-0.545,-1.957,0.184,8,P08
TE,Ngeed,4,Berdiri,P4,-0.867,-0.128,-0.493,12,P08
TE,Ngeed,4,Berdiri,T3,0.6,0.38,-1.757,7,P08
TE,Ngeed,4,Berdiri,T4,1.015,0.241,0.238,12,P08
TE,Ngeed,4,Berdiri,T6,0.844,-3.601,-9.508,1,P08
TE,Ngeed,4,Gerak,C4,9.483,0.97,1.845,1,P08
TE,Ngeed,4,Gerak,F4,-3.189,-3.006,-1.338,2,P08
TE,Ngeed,4,Gerak,F8,6.904,1.546,2.124,2,P08
TE,Ngeed,4,Gerak,Fp2,5.847,-0.164,1.956,2,P08
TE,Ngeed,4,Gerak,O2,12.065,0.155,2.673,1,P08
TE,Ngeed,4,Gerak,P4,8.403,2.535,3.286,2,P08
TE,Ngeed,4,Gerak,T4,6.711,0.119,2.275,2,P08
TE,Ngeed,4,Gerak,T5,4.228,-0.239,-0.868,2,P08
TE,Ngeed,4,Gerak,T6,6.288,-4.453,-2.739,2,P08
TE,Ngeed,4,Naik,C3,-3.865,-1.338,-1.034,2,P08
TE,Ngeed,4,Naik,C4,-1.017,0.455,-0.348,2,P08
TE,Ngeed,4,Naik,F3,-7.869,-2.271,-2.995,2,P08
TE,Ngeed,4,Naik,F4,-4.947,1.157,0.749,2,P08
TE,Ngeed,4,Naik,F7,-4.855,-0.91,-1.754,2,P08
TE,Ngeed,4,Naik,F8,-6.287,-2.408,-0.77,2,P08
TE,Ngeed,4,Naik,Fp1,-4.327,-5.081,-2.197,2,P08
TE,Ngeed,4,Naik,Fp2,-3.566,-2.011,-0.443,2,P08
TE,Ngeed,4,Naik,O1,-3.236,2.057,0.898,2,P08
TE,Ngeed,4,Naik,O2,-1.468,2.528,-0.931,2,P08
TE,Ngeed,4,Naik,P3,-4.431,-0.999,-0.619,2,P08
TE,Ngeed,4,Naik,P4,-2.212,-1.228,-1.75,2,P08
TE,Ngeed,4,Naik,T3,-1.875,0.17,0.649,2,P08
TE,Ngeed,4,Naik,T4,-2.422,-0.118,-0.933,2,P08
TE,Ngeed,4,Naik,T5,-4.077,-0.375,-1.502,2,P08
TE,Ngeed,4,Naik,T6,-7.855,-6.144,-5.585,2,P08
TE,Ngeed,4,Tahan,C3,1.207,1.179,0.583,12,P08
TE,Ngeed,4,Tahan,C4,1.02,1.983,3.149,12,P08
TE,Ngeed,4,Tahan,F3,1.005,0.617,-0.396,12,P08
TE,Ngeed,4,Tahan,F4,2.148,-0.802,0.105,12,P08
TE,Ngeed,4,Tahan,F7,1.689,1.749,0.844,12,P08
TE,Ngeed,4,Tahan,F8,-0.822,1.15,2.205,12,P08
TE,Ngeed,4,Tahan,Fp1,-0.012,-0.483,0.14,11,P08
TE,Ngeed,4,Tahan,Fp2,0.824,2.198,1.213,12,P08
TE,Ngeed,4,Tahan,O1,3.299,4.242,1.745,8,P08
TE,Ngeed,4,Tahan,O2,3.009,2.479,0.931,12,P08
TE,Ngeed,4,Tahan,P3,1.144,0.803,0.554,12,P08
TE,Ngeed,4,Tahan,P4,-0.418,-0.081,1.819,12,P08
TE,Ngeed,4,Tahan,T3,2.777,2.533,2.233,12,P08
TE,Ngeed,4,Tahan,T4,-1.986,-0.128,1.309,12,P08
TE,Ngeed,4,Tahan,T5,-1.11,-2.102,-1.508,12,P08
TE,Ngeed,4,Tahan,T6,-2.272,-2.946,-3.404,12,P08
B,Agem Kanan,1,Gerak,F7,0.418,2.862,2.789,1,P09
B,Agem Kanan,1,Naik,C3,-1.348,-1.662,-0.898,1,P09
B,Agem Kanan,1,Naik,F3,-2.227,-0.08,0.365,1,P09
B,Agem Kanan,1,Naik,T5,-1.5,0.041,1.028,1,P09
B,Agem Kanan,2,Gerak,C3,-2.309,0.65,-1.016,1,P09
B,Agem Kanan,2,Gerak,C4,2.633,-0.721,0.59,1,P09
B,Agem Kanan,2,Gerak,F3,-5.801,-3.049,-1.984,1,P09
B,Agem Kanan,2,Gerak,F4,4.348,-0.898,0.973,1,P09
B,Agem Kanan,2,Gerak,F7,0.754,-3.269,1.529,1,P09
B,Agem Kanan,2,Gerak,Fp1,-5.343,-1.264,0.962,1,P09
B,Agem Kanan,2,Gerak,Fp2,2.579,-1.996,-0.188,1,P09
B,Agem Kanan,2,Gerak,O1,0.604,0.14,1.158,1,P09
B,Agem Kanan,2,Gerak,O2,1.321,-2.844,-1.979,1,P09
B,Agem Kanan,2,Gerak,P3,-4.041,-0.316,-0.045,1,P09
B,Agem Kanan,2,Gerak,P4,0.933,-3.736,-1.722,1,P09
B,Agem Kanan,2,Gerak,T3,-2.667,-0.338,0.749,1,P09
B,Agem Kanan,2,Gerak,T5,-2.271,0.386,2.16,1,P09
B,Agem Kanan,2,Gerak,T6,-0.045,0.594,1.65,1,P09
B,Agem Kanan,2,Naik,T5,-0.948,-3.294,-3.181,1,P09
B,Agem Kanan,2,Tahan,C3,7.4,5.494,2.929,1,P09
B,Agem Kanan,2,Tahan,F3,4.111,-1.817,2.075,1,P09
B,Agem Kanan,2,Tahan,T5,3.758,5.951,7.006,1,P09
B,Agem Kanan,3,Berdiri,C3,6.22,7.725,2.705,1,P09
B,Agem Kanan,3,Berdiri,F3,2.539,3.855,2.058,1,P09
B,Agem Kanan,3,Berdiri,O1,-1.867,0.469,-3.561,1,P09
B,Agem Kanan,3,Berdiri,P3,0.502,3.413,-0.144,1,P09
B,Agem Kanan,3,Berdiri,T3,0.668,3.48,-2.283,1,P09
B,Agem Kanan,3,Berdiri,T5,4.318,5.11,1.95,1,P09
B,Agem Kanan,3,Gerak,C4,-6.125,-5.964,-4.635,1,P09
B,Agem Kanan,3,Gerak,F3,-7.345,-5.953,-3.525,1,P09
B,Agem Kanan,3,Gerak,F4,-5.382,-8.227,-6.197,1,P09
B,Agem Kanan,3,Gerak,F7,-0.045,-1.626,0.664,1,P09
B,Agem Kanan,3,Gerak,Fp1,-3.592,-1.584,2.498,1,P09
B,Agem Kanan,3,Gerak,O1,-10.431,-8.896,-5.851,1,P09
B,Agem Kanan,3,Gerak,O2,-5.797,-6.043,-4.067,1,P09
B,Agem Kanan,3,Gerak,P3,-7.217,-6.372,-3.613,1,P09
B,Agem Kanan,3,Gerak,T3,-7.251,-4.185,-1.61,1,P09
B,Agem Kanan,3,Gerak,T4,-4.424,-7.594,-1.994,1,P09
B,Agem Kanan,3,Naik,F7,-1.325,4.438,0.502,1,P09
B,Agem Kanan,3,Tahan,O1,-6.952,-9.16,-9.682,1,P09
B,Agem Kanan,3,Tahan,P4,-2.103,5.423,4.382,1,P09
B,Agem Kanan,3,Tahan,T5,-2.258,-0.359,-0.271,1,P09
B,Agem Kanan,4,Berdiri,F4,2.976,3.419,4.311,1,P09
B,Agem Kanan,4,Berdiri,O2,-1.141,1.328,-0.581,1,P09
B,Agem Kanan,4,Berdiri,P4,-0.629,1.221,-1.451,1,P09
B,Agem Kanan,4,Gerak,F8,0.357,-2.398,-6.396,1,P09
B,Agem Kanan,4,Gerak,Fp1,-9.146,-10.069,-6.32,1,P09
B,Agem Kanan,4,Naik,F7,-0.009,2.119,3.264,1,P09
B,Agem Kanan,4,Naik,T6,-2.27,0.97,-0.191,1,P09
B,Agem Kiri,1,Gerak,F4,-1.554,3.05,-0.711,1,P09
B,Agem Kiri,1,Gerak,O2,-0.502,1.747,-0.194,1,P09
B,Agem Kiri,1,Gerak,P4,-2.298,0.281,-1.295,1,P09
B,Agem Kiri,1,Gerak,T5,2.202,3.64,-0.724,1,P09
B,Agem Kiri,1,Naik,C4,-0.567,6.609,0.949,1,P09
B,Agem Kiri,1,Naik,F4,-0.454,4.545,4.173,1,P09
B,Agem Kiri,1,Naik,O2,1.546,6.404,4.329,1,P09
B,Agem Kiri,1,Naik,P4,-0.758,2.891,3.773,1,P09
B,Agem Kiri,1,Naik,T4,0.181,4.3,2.979,1,P09
B,Agem Kiri,1,Naik,T6,0.56,2.966,1.564,1,P09
B,Agem Kiri,2,Gerak,C3,2.336,-2.676,-1.894,1,P09
B,Agem Kiri,2,Gerak,C4,0.353,-2.299,-2.844,1,P09
B,Agem Kiri,2,Gerak,F3,0.824,-1.877,-0.428,1,P09
B,Agem Kiri,2,Gerak,Fp1,1.185,-1.662,0.15,1,P09
B,Agem Kiri,2,Gerak,O1,0.656,-1.354,-1.058,1,P09
B,Agem Kiri,2,Gerak,P3,1.102,-2.459,-2.038,1,P09
B,Agem Kiri,2,Gerak,P4,2.248,0.863,-0.725,1,P09
B,Agem Kiri,2,Gerak,T3,1.424,-1.379,-1.427,1,P09
B,Agem Kiri,2,Gerak,T5,-1.078,-3.052,-3.102,1,P09
B,Agem Kiri,2,Naik,C4,1.413,4.156,0.763,1,P09
B,Agem Kiri,2,Naik,F4,1.362,3.264,1.883,1,P09
B,Agem Kiri,2,Naik,P4,3.062,3.707,3.652,1,P09
B,Agem Kiri,2,Naik,T4,1.391,3.665,2.333,1,P09
B,Agem Kiri,2,Tahan,C4,4.053,3.013,1.412,1,P09
B,Agem Kiri,2,Tahan,F4,0.322,-3.018,-1.018,1,P09
B,Agem Kiri,3,Berdiri,F3,-0.418,-1.18,-8.429,1,P09
B,Agem Kiri,3,Berdiri,O1,-5.378,-12.356,-13.035,1,P09
B,Agem Kiri,3,Berdiri,T3,-0.793,-4.327,-5.729,1,P09
B,Agem Kiri,3,Gerak,C3,-4.154,-1.434,0.084,1,P09
B,Agem Kiri,3,Gerak,C4,1.255,-1.44,-3.329,1,P09
B,Agem Kiri,3,Gerak,F3,-2.99,0.777,0.675,1,P09
B,Agem Kiri,3,Gerak,F7,0.886,1.213,3.643,1,P09
B,Agem Kiri,3,Gerak,F8,3.713,3.544,-3.574,1,P09
B,Agem Kiri,3,Gerak,Fp1,-2.449,0.722,0.392,1,P09
B,Agem Kiri,3,Gerak,O1,-5.95,-3.178,-3.127,1,P09
B,Agem Kiri,3,Gerak,O2,6.091,5.149,-0.414,1,P09
B,Agem Kiri,3,Gerak,P3,-5.432,-1.812,-0.723,1,P09
B,Agem Kiri,3,Gerak,P4,7.51,6.692,0.591,1,P09
B,Agem Kiri,3,Gerak,T3,-5.338,-1.419,-0.879,1,P09
B,Agem Kiri,3,Gerak,T5,-5.502,-3.339,-0.657,1,P09
B,Agem Kiri,3,Gerak,T6,-1.124,-0.413,-1.0,1,P09
B,Agem Kiri,3,Naik,F8,-2.149,1.997,-0.561,1,P09
B,Agem Kiri,3,Naik,Fp2,-6.922,-9.793,-5.131,1,P09
B,Agem Kiri,4,Gerak,C3,2.354,-0.269,-1.38,1,P09
B,Agem Kiri,4,Gerak,C4,-3.817,-5.972,-4.977,1,P09
B,Agem Kiri,4,Gerak,F3,-3.175,-4.142,-1.455,1,P09
B,Agem Kiri,4,Gerak,F4,2.432,-3.234,-0.796,1,P09
B,Agem Kiri,4,Gerak,F8,3.216,-2.183,-3.612,1,P09
B,Agem Kiri,4,Gerak,Fp1,-4.954,-2.406,1.028,1,P09
B,Agem Kiri,4,Gerak,O1,-8.383,-8.37,-5.973,1,P09
B,Agem Kiri,4,Gerak,O2,4.345,-2.597,0.189,1,P09
B,Agem Kiri,4,Gerak,P3,-5.994,-5.15,-2.415,1,P09
B,Agem Kiri,4,Gerak,P4,4.096,-1.347,1.01,1,P09
B,Agem Kiri,4,Gerak,T3,-6.839,-4.243,-1.389,1,P09
B,Agem Kiri,4,Gerak,T4,1.803,-3.807,-2.033,1,P09
B,Agem Kiri,4,Gerak,T5,-2.662,-4.823,-2.017,1,P09
B,Agem Kiri,4,Gerak,T6,-6.386,-6.598,-0.801,1,P09
B,Agem Kiri,4,Naik,C4,-6.584,-5.166,-6.728,1,P09
B,Agem Kiri,4,Naik,T6,-2.601,4.936,1.116,1,P09
B,Ngeed,1,Berdiri,C3,1.437,1.071,0.591,1,P09
B,Ngeed,1,Berdiri,C4,0.091,0.535,-5.872,1,P09
B,Ngeed,1,Berdiri,F3,0.689,-0.791,-0.01,1,P09
B,Ngeed,1,Berdiri,Fp1,-8.227,-3.524,-0.025,1,P09
B,Ngeed,1,Berdiri,T5,-1.787,-0.709,0.073,1,P09
B,Ngeed,1,Gerak,C3,1.461,0.907,1.071,1,P09
B,Ngeed,1,Gerak,F3,-0.55,-3.011,0.967,1,P09
B,Ngeed,1,Gerak,Fp1,-5.869,-7.716,-2.778,1,P09
B,Ngeed,1,Gerak,T5,-0.938,2.029,1.144,1,P09
B,Ngeed,1,Naik,C3,-4.839,1.715,-0.947,1,P09
B,Ngeed,1,Naik,F3,-3.687,3.873,1.182,1,P09
B,Ngeed,1,Naik,F4,-7.617,1.122,-0.396,1,P09
B,Ngeed,1,Naik,F7,-6.566,-3.024,-4.329,1,P09
B,Ngeed,1,Naik,Fp1,-8.362,-4.247,-2.279,1,P09
B,Ngeed,1,Naik,Fp2,-11.527,-0.827,0.673,1,P09
B,Ngeed,1,Naik,O2,-6.346,1.39,0.125,1,P09
B,Ngeed,1,Naik,P4,-6.145,2.555,1.436,1,P09
B,Ngeed,1,Naik,T5,-8.905,-3.416,-3.686,1,P09
B,Ngeed,1,Naik,T6,-12.077,-2.765,-4.575,1,P09
B,Ngeed,1,Tahan,C3,1.037,4.101,2.036,1,P09
B,Ngeed,1,Tahan,F3,2.895,2.396,2.83,1,P09
B,Ngeed,1,Tahan,F4,-2.779,-1.133,0.76,1,P09
B,Ngeed,1,Tahan,F7,2.081,3.304,3.886,1,P09
B,Ngeed,1,Tahan,Fp1,-1.297,-1.458,0.508,1,P09
B,Ngeed,1,Tahan,Fp2,-2.384,-0.635,4.116,1,P09
B,Ngeed,1,Tahan,O2,-1.687,-0.656,1.799,1,P09
B,Ngeed,1,Tahan,P4,-4.238,-0.158,2.121,1,P09
B,Ngeed,1,Tahan,T4,-6.746,-5.169,-2.925,1,P09
B,Ngeed,1,Tahan,T5,-0.63,2.694,0.523,1,P09
B,Ngeed,2,Berdiri,F4,-8.081,-3.137,-4.801,1,P09
B,Ngeed,2,Berdiri,O2,-4.164,-2.675,-5.883,1,P09
B,Ngeed,2,Berdiri,P4,-4.522,-0.431,-3.022,1,P09
B,Ngeed,2,Berdiri,T4,-11.853,-7.095,-7.577,1,P09
B,Ngeed,2,Gerak,C3,-4.934,-1.821,-3.122,1,P09
B,Ngeed,2,Gerak,C4,-3.47,-1.881,-2.674,1,P09
B,Ngeed,2,Gerak,F3,-2.024,-0.229,-4.449,1,P09
B,Ngeed,2,Gerak,F4,-3.292,-2.839,0.821,1,P09
B,Ngeed,2,Gerak,F7,-2.559,3.383,-0.438,1,P09
B,Ngeed,2,Gerak,Fp1,-1.116,-1.757,-1.171,1,P09
B,Ngeed,2,Gerak,O1,-8.465,-9.91,-9.43,1,P09
B,Ngeed,2,Gerak,O2,6.519,5.12,4.357,1,P09
B,Ngeed,2,Gerak,P3,-4.875,-4.255,-6.717,1,P09
B,Ngeed,2,Gerak,T5,-5.503,0.356,0.326,1,P09
B,Ngeed,2,Naik,F7,-3.72,-0.014,-4.141,1,P09
B,Ngeed,2,Tahan,C3,-0.99,1.373,-1.335,1,P09
B,Ngeed,2,Tahan,F3,4.058,2.183,0.362,1,P09
B,Ngeed,2,Tahan,F4,1.636,2.704,1.467,1,P09
B,Ngeed,2,Tahan,F8,1.882,0.811,-2.968,1,P09
B,Ngeed,2,Tahan,Fp1,-3.629,-1.621,-3.384,1,P09
B,Ngeed,2,Tahan,P4,4.96,5.847,3.231,1,P09
B,Ngeed,2,Tahan,T4,-0.327,1.247,-1.881,1,P09
B,Ngeed,2,Tahan,T5,0.014,-3.127,-2.171,1,P09
B,Ngeed,2,Tahan,T6,-0.48,0.856,-0.525,1,P09
B,Ngeed,3,Berdiri,Fp1,-2.293,-2.963,-2.539,1,P09
B,Ngeed,3,Berdiri,T4,-3.988,2.737,4.534,1,P09
B,Ngeed,3,Berdiri,T6,2.519,-0.936,-4.142,1,P09
B,Ngeed,3,Gerak,P4,-7.137,-6.561,-6.007,1,P09
B,Ngeed,3,Naik,C3,0.438,3.941,2.517,1,P09
B,Ngeed,3,Naik,F3,-2.33,3.367,1.402,1,P09
B,Ngeed,3,Naik,F4,-5.353,1.0,0.083,1,P09
B,Ngeed,3,Naik,F7,-4.7,2.044,0.387,1,P09
B,Ngeed,3,Naik,Fp1,-4.759,0.596,0.131,1,P09
B,Ngeed,3,Naik,Fp2,-7.095,1.995,1.835,1,P09
B,Ngeed,3,Naik,P4,-10.739,1.952,2.045,1,P09
B,Ngeed,3,Naik,T5,-6.782,0.798,0.533,1,P09
B,Ngeed,3,Tahan,C4,-8.61,-7.004,-5.595,1,P09
B,Ngeed,3,Tahan,F4,-11.729,-12.594,-5.345,1,P09
B,Ngeed,3,Tahan,F7,4.555,5.856,3.454,1,P09
B,Ngeed,3,Tahan,F8,1.13,3.731,-1.298,1,P09
B,Ngeed,3,Tahan,Fp1,-0.168,-2.158,-1.272,1,P09
B,Ngeed,3,Tahan,O1,-8.102,-6.749,-6.749,1,P09
B,Ngeed,3,Tahan,O2,-9.696,-6.22,-4.185,1,P09
B,Ngeed,3,Tahan,T3,-4.018,-5.63,-4.873,1,P09
B,Ngeed,3,Tahan,T4,-12.42,3.797,4.747,1,P09
B,Ngeed,4,Berdiri,C3,6.101,4.992,1.697,1,P09
B,Ngeed,4,Berdiri,C4,-4.351,-1.879,-3.993,1,P09
B,Ngeed,4,Berdiri,F7,3.358,5.021,2.916,1,P09
B,Ngeed,4,Berdiri,Fp1,0.938,2.535,0.215,1,P09
B,Ngeed,4,Berdiri,O1,-0.613,-4.984,-2.137,1,P09
B,Ngeed,4,Berdiri,P3,-1.149,-1.026,0.395,1,P09
B,Ngeed,4,Berdiri,T3,-5.485,-3.185,-3.035,1,P09
B,Ngeed,4,Berdiri,T5,1.376,-0.762,1.749,1,P09
B,Ngeed,4,Gerak,C3,2.664,3.946,4.078,1,P09
B,Ngeed,4,Gerak,F3,2.101,4.055,4.137,1,P09
B,Ngeed,4,Gerak,F4,1.592,-0.333,5.025,1,P09
B,Ngeed,4,Gerak,Fp1,-8.058,-3.81,0.932,1,P09
B,Ngeed,4,Gerak,T5,2.172,2.331,7.246,1,P09
B,Ngeed,4,Naik,C3,1.148,0.51,-1.829,1,P09
B,Ngeed,4,Naik,C4,-4.785,-2.783,-4.072,1,P09
B,Ngeed,4,Naik,F3,1.353,1.747,-0.374,1,P09
B,Ngeed,4,Naik,F4,-1.268,0.404,2.498,1,P09
B,Ngeed,4,Naik,F7,2.789,3.5,-0.621,1,P09
B,Ngeed,4,Naik,F8,-12.628,-2.037,-5.803,1,P09
B,Ngeed,4,Naik,Fp1,-2.135,1.384,0.648,1,P09
B,Ngeed,4,Naik,Fp2,-3.325,1.24,3.705,1,P09
B,Ngeed,4,Naik,O1,-4.926,-4.151,-5.124,1,P09
B,Ngeed,4,Naik,O2,-1.832,0.28,1.243,1,P09
